x,u1,u2,u1_аналит,u2_аналит,Ошибка_u1,Ошибка_u2
3.700000,9.636770,9.636770,9.636761,9.636761,8.913711e-06,8.913711e-06
3.705000,9.636288,9.636288,9.636280,9.636280,8.925310e-06,8.925310e-06
3.710000,9.635807,9.635807,9.635798,9.635798,8.936908e-06,8.936908e-06
3.715000,9.635325,9.635325,9.635316,9.635316,8.948505e-06,8.948505e-06
3.720000,9.634843,9.634843,9.634834,9.634834,8.960101e-06,8.960101e-06
3.725000,9.634361,9.634361,9.634352,9.634352,8.971695e-06,8.971695e-06
3.730000,9.633880,9.633880,9.633871,9.633871,8.983289e-06,8.983289e-06
3.735000,9.633398,9.633398,9.633389,9.633389,8.994881e-06,8.994881e-06
3.740000,9.632916,9.632916,9.632907,9.632907,9.006472e-06,9.006472e-06
3.745000,9.632435,9.632435,9.632426,9.632426,9.018062e-06,9.018062e-06
3.750000,9.631953,9.631953,9.631944,9.631944,9.029650e-06,9.029650e-06
3.755000,9.631472,9.631472,9.631463,9.631463,9.041238e-06,9.041238e-06
3.760000,9.630990,9.630990,9.630981,9.630981,9.052824e-06,9.052824e-06
3.765000,9.630509,9.630509,9.630499,9.630499,9.064409e-06,9.064409e-06
3.770000,9.630027,9.630027,9.630018,9.630018,9.075993e-06,9.075993e-06
3.775000,9.629546,9.629546,9.629536,9.629536,9.087576e-06,9.087576e-06
3.780000,9.629064,9.629064,9.629055,9.629055,9.099158e-06,9.099158e-06
3.785000,9.628583,9.628583,9.628574,9.628574,9.110738e-06,9.110738e-06
3.790000,9.628101,9.628101,9.628092,9.628092,9.122317e-06,9.122317e-06
3.795000,9.627620,9.627620,9.627611,9.627611,9.133895e-06,9.133895e-06
3.800000,9.627139,9.627139,9.627129,9.627129,9.145472e-06,9.145472e-06
3.805000,9.626657,9.626657,9.626648,9.626648,9.157048e-06,9.157048e-06
3.810000,9.626176,9.626176,9.626167,9.626167,9.168622e-06,9.168622e-06
3.815000,9.625695,9.625695,9.625685,9.625685,9.180195e-06,9.180195e-06
3.820000,9.625213,9.625213,9.625204,9.625204,9.191768e-06,9.191768e-06
3.825000,9.624732,9.624732,9.624723,9.624723,9.203338e-06,9.203338e-06
3.830000,9.624251,9.624251,9.624242,9.624242,9.214908e-06,9.214908e-06
3.835000,9.623770,9.623770,9.623761,9.623761,9.226477e-06,9.226477e-06
3.840000,9.623289,9.623289,9.623279,9.623279,9.238044e-06,9.238044e-06
3.845000,9.622807,9.622807,9.622798,9.622798,9.249610e-06,9.249610e-06
3.850000,9.622326,9.622326,9.622317,9.622317,9.261175e-06,9.261175e-06
3.855000,9.621845,9.621845,9.621836,9.621836,9.272739e-06,9.272739e-06
3.860000,9.621364,9.621364,9.621355,9.621355,9.284302e-06,9.284302e-06
3.865000,9.620883,9.620883,9.620874,9.620874,9.295864e-06,9.295864e-06
3.870000,9.620402,9.620402,9.620393,9.620393,9.307424e-06,9.307424e-06
3.875000,9.619921,9.619921,9.619912,9.619912,9.318983e-06,9.318983e-06
3.880000,9.619440,9.619440,9.619431,9.619431,9.330541e-06,9.330541e-06
3.885000,9.618959,9.618959,9.618950,9.618950,9.342098e-06,9.342098e-06
3.890000,9.618478,9.618478,9.618469,9.618469,9.353653e-06,9.353653e-06
3.895000,9.617997,9.617997,9.617988,9.617988,9.365208e-06,9.365208e-06
3.900000,9.617516,9.617516,9.617507,9.617507,9.376761e-06,9.376761e-06
3.905000,9.617036,9.617036,9.617026,9.617026,9.388313e-06,9.388313e-06
3.910000,9.616555,9.616555,9.616545,9.616545,9.399864e-06,9.399864e-06
3.915000,9.616074,9.616074,9.616065,9.616065,9.411414e-06,9.411414e-06
3.920000,9.615593,9.615593,9.615584,9.615584,9.422962e-06,9.422962e-06
3.925000,9.615112,9.615112,9.615103,9.615103,9.434510e-06,9.434510e-06
3.930000,9.614632,9.614632,9.614622,9.614622,9.446056e-06,9.446056e-06
3.935000,9.614151,9.614151,9.614142,9.614142,9.457601e-06,9.457601e-06
3.940000,9.613670,9.613670,9.613661,9.613661,9.469145e-06,9.469145e-06
3.945000,9.613190,9.613190,9.613180,9.613180,9.480687e-06,9.480687e-06
3.950000,9.612709,9.612709,9.612700,9.612700,9.492229e-06,9.492229e-06
3.955000,9.612228,9.612228,9.612219,9.612219,9.503769e-06,9.503769e-06
3.960000,9.611748,9.611748,9.611738,9.611738,9.515308e-06,9.515308e-06
3.965000,9.611267,9.611267,9.611258,9.611258,9.526846e-06,9.526846e-06
3.970000,9.610787,9.610787,9.610777,9.610777,9.538383e-06,9.538383e-06
3.975000,9.610306,9.610306,9.610297,9.610297,9.549918e-06,9.549918e-06
3.980000,9.609826,9.609826,9.609816,9.609816,9.561453e-06,9.561453e-06
3.985000,9.609345,9.609345,9.609336,9.609336,9.572986e-06,9.572986e-06
3.990000,9.608865,9.608865,9.608855,9.608855,9.584518e-06,9.584518e-06
3.995000,9.608384,9.608384,9.608375,9.608375,9.596049e-06,9.596049e-06
4.000000,9.607904,9.607904,9.607894,9.607894,9.607578e-06,9.607578e-06
4.005000,9.607424,9.607424,9.607414,9.607414,9.619107e-06,9.619107e-06
4.010000,9.606943,9.606943,9.606934,9.606934,9.630634e-06,9.630634e-06
4.015000,9.606463,9.606463,9.606453,9.606453,9.642160e-06,9.642160e-06
4.020000,9.605983,9.605983,9.605973,9.605973,9.653685e-06,9.653685e-06
4.025000,9.605502,9.605502,9.605493,9.605493,9.665209e-06,9.665209e-06
4.030000,9.605022,9.605022,9.605012,9.605012,9.676732e-06,9.676732e-06
4.035000,9.604542,9.604542,9.604532,9.604532,9.688253e-06,9.688253e-06
4.040000,9.604062,9.604062,9.604052,9.604052,9.699774e-06,9.699774e-06
4.045000,9.603582,9.603582,9.603572,9.603572,9.711293e-06,9.711293e-06
4.050000,9.603101,9.603101,9.603092,9.603092,9.722811e-06,9.722811e-06
4.055000,9.602621,9.602621,9.602612,9.602612,9.734327e-06,9.734327e-06
4.060000,9.602141,9.602141,9.602131,9.602131,9.745843e-06,9.745843e-06
4.065000,9.601661,9.601661,9.601651,9.601651,9.757357e-06,9.757357e-06
4.070000,9.601181,9.601181,9.601171,9.601171,9.768871e-06,9.768871e-06
4.075000,9.600701,9.600701,9.600691,9.600691,9.780383e-06,9.780383e-06
4.080000,9.600221,9.600221,9.600211,9.600211,9.791894e-06,9.791894e-06
4.085000,9.599741,9.599741,9.599731,9.599731,9.803403e-06,9.803403e-06
4.090000,9.599261,9.599261,9.599251,9.599251,9.814912e-06,9.814912e-06
4.095000,9.598781,9.598781,9.598771,9.598771,9.826419e-06,9.826419e-06
4.100000,9.598301,9.598301,9.598291,9.598291,9.837925e-06,9.837925e-06
4.105000,9.597821,9.597821,9.597811,9.597811,9.849430e-06,9.849430e-06
4.110000,9.597341,9.597341,9.597332,9.597332,9.860934e-06,9.860934e-06
4.115000,9.596862,9.596862,9.596852,9.596852,9.872437e-06,9.872437e-06
4.120000,9.596382,9.596382,9.596372,9.596372,9.883938e-06,9.883938e-06
4.125000,9.595902,9.595902,9.595892,9.595892,9.895438e-06,9.895438e-06
4.130000,9.595422,9.595422,9.595412,9.595412,9.906938e-06,9.906938e-06
4.135000,9.594942,9.594942,9.594932,9.594932,9.918436e-06,9.918436e-06
4.140000,9.594463,9.594463,9.594453,9.594453,9.929932e-06,9.929932e-06
4.145000,9.593983,9.593983,9.593973,9.593973,9.941428e-06,9.941428e-06
4.150000,9.593503,9.593503,9.593493,9.593493,9.952922e-06,9.952922e-06
4.155000,9.593024,9.593024,9.593014,9.593014,9.964416e-06,9.964416e-06
4.160000,9.592544,9.592544,9.592534,9.592534,9.975908e-06,9.975908e-06
4.165000,9.592064,9.592064,9.592054,9.592054,9.987399e-06,9.987399e-06
4.170000,9.591585,9.591585,9.591575,9.591575,9.998888e-06,9.998888e-06
4.175000,9.591105,9.591105,9.591095,9.591095,1.001038e-05,1.001038e-05
4.180000,9.590626,9.590626,9.590616,9.590616,1.002186e-05,1.002186e-05
4.185000,9.590146,9.590146,9.590136,9.590136,1.003335e-05,1.003335e-05
4.190000,9.589667,9.589667,9.589657,9.589657,1.004484e-05,1.004484e-05
4.195000,9.589187,9.589187,9.589177,9.589177,1.005632e-05,1.005632e-05
4.200000,9.588708,9.588708,9.588698,9.588698,1.006780e-05,1.006780e-05
4.205000,9.588228,9.588228,9.588218,9.588218,1.007928e-05,1.007928e-05
4.210000,9.587749,9.587749,9.587739,9.587739,1.009076e-05,1.009076e-05
4.215000,9.587270,9.587270,9.587260,9.587260,1.010224e-05,1.010224e-05
4.220000,9.586790,9.586790,9.586780,9.586780,1.011372e-05,1.011372e-05
4.225000,9.586311,9.586311,9.586301,9.586301,1.012520e-05,1.012520e-05
4.230000,9.585832,9.585832,9.585822,9.585822,1.013667e-05,1.013667e-05
4.235000,9.585352,9.585352,9.585342,9.585342,1.014815e-05,1.014815e-05
4.240000,9.584873,9.584873,9.584863,9.584863,1.015962e-05,1.015962e-05
4.245000,9.584394,9.584394,9.584384,9.584384,1.017109e-05,1.017109e-05
4.250000,9.583915,9.583915,9.583905,9.583905,1.018256e-05,1.018256e-05
4.255000,9.583436,9.583436,9.583425,9.583425,1.019403e-05,1.019403e-05
4.260000,9.582957,9.582957,9.582946,9.582946,1.020550e-05,1.020550e-05
4.265000,9.582477,9.582477,9.582467,9.582467,1.021697e-05,1.021697e-05
4.270000,9.581998,9.581998,9.581988,9.581988,1.022844e-05,1.022844e-05
4.275000,9.581519,9.581519,9.581509,9.581509,1.023990e-05,1.023990e-05
4.280000,9.581040,9.581040,9.581030,9.581030,1.025137e-05,1.025137e-05
4.285000,9.580561,9.580561,9.580551,9.580551,1.026283e-05,1.026283e-05
4.290000,9.580082,9.580082,9.580072,9.580072,1.027429e-05,1.027429e-05
4.295000,9.579603,9.579603,9.579593,9.579593,1.028575e-05,1.028575e-05
4.300000,9.579124,9.579124,9.579114,9.579114,1.029721e-05,1.029721e-05
4.305000,9.578645,9.578645,9.578635,9.578635,1.030867e-05,1.030867e-05
4.310000,9.578166,9.578166,9.578156,9.578156,1.032012e-05,1.032012e-05
4.315000,9.577687,9.577687,9.577677,9.577677,1.033158e-05,1.033158e-05
4.320000,9.577209,9.577209,9.577198,9.577198,1.034303e-05,1.034303e-05
4.325000,9.576730,9.576730,9.576719,9.576719,1.035449e-05,1.035449e-05
4.330000,9.576251,9.576251,9.576241,9.576241,1.036594e-05,1.036594e-05
4.335000,9.575772,9.575772,9.575762,9.575762,1.037739e-05,1.037739e-05
4.340000,9.575293,9.575293,9.575283,9.575283,1.038884e-05,1.038884e-05
4.345000,9.574815,9.574815,9.574804,9.574804,1.040029e-05,1.040029e-05
4.350000,9.574336,9.574336,9.574326,9.574326,1.041174e-05,1.041174e-05
4.355000,9.573857,9.573857,9.573847,9.573847,1.042318e-05,1.042318e-05
4.360000,9.573379,9.573379,9.573368,9.573368,1.043463e-05,1.043463e-05
4.365000,9.572900,9.572900,9.572889,9.572889,1.044607e-05,1.044607e-05
4.370000,9.572421,9.572421,9.572411,9.572411,1.045752e-05,1.045752e-05
4.375000,9.571943,9.571943,9.571932,9.571932,1.046896e-05,1.046896e-05
4.380000,9.571464,9.571464,9.571454,9.571454,1.048040e-05,1.048040e-05
4.385000,9.570986,9.570986,9.570975,9.570975,1.049184e-05,1.049184e-05
4.390000,9.570507,9.570507,9.570497,9.570497,1.050328e-05,1.050328e-05
4.395000,9.570029,9.570029,9.570018,9.570018,1.051471e-05,1.051471e-05
4.400000,9.569550,9.569550,9.569540,9.569540,1.052615e-05,1.052615e-05
4.405000,9.569072,9.569072,9.569061,9.569061,1.053758e-05,1.053758e-05
4.410000,9.568593,9.568593,9.568583,9.568583,1.054902e-05,1.054902e-05
4.415000,9.568115,9.568115,9.568104,9.568104,1.056045e-05,1.056045e-05
4.420000,9.567636,9.567636,9.567626,9.567626,1.057188e-05,1.057188e-05
4.425000,9.567158,9.567158,9.567147,9.567147,1.058331e-05,1.058331e-05
4.430000,9.566680,9.566680,9.566669,9.566669,1.059474e-05,1.059474e-05
4.435000,9.566201,9.566201,9.566191,9.566191,1.060617e-05,1.060617e-05
4.440000,9.565723,9.565723,9.565713,9.565713,1.061759e-05,1.061759e-05
4.445000,9.565245,9.565245,9.565234,9.565234,1.062902e-05,1.062902e-05
4.450000,9.564767,9.564767,9.564756,9.564756,1.064044e-05,1.064044e-05
4.455000,9.564288,9.564288,9.564278,9.564278,1.065186e-05,1.065186e-05
4.460000,9.563810,9.563810,9.563800,9.563800,1.066329e-05,1.066329e-05
4.465000,9.563332,9.563332,9.563321,9.563321,1.067471e-05,1.067471e-05
4.470000,9.562854,9.562854,9.562843,9.562843,1.068613e-05,1.068613e-05
4.475000,9.562376,9.562376,9.562365,9.562365,1.069754e-05,1.069754e-05
4.480000,9.561898,9.561898,9.561887,9.561887,1.070896e-05,1.070896e-05
4.485000,9.561420,9.561420,9.561409,9.561409,1.072038e-05,1.072038e-05
4.490000,9.560942,9.560942,9.560931,9.560931,1.073179e-05,1.073179e-05
4.495000,9.560464,9.560464,9.560453,9.560453,1.074321e-05,1.074321e-05
4.500000,9.559986,9.559986,9.559975,9.559975,1.075462e-05,1.075462e-05
4.505000,9.559508,9.559508,9.559497,9.559497,1.076603e-05,1.076603e-05
4.510000,9.559030,9.559030,9.559019,9.559019,1.077744e-05,1.077744e-05
4.515000,9.558552,9.558552,9.558541,9.558541,1.078885e-05,1.078885e-05
4.520000,9.558074,9.558074,9.558063,9.558063,1.080026e-05,1.080026e-05
4.525000,9.557596,9.557596,9.557585,9.557585,1.081166e-05,1.081166e-05
4.530000,9.557118,9.557118,9.557107,9.557107,1.082307e-05,1.082307e-05
4.535000,9.556640,9.556640,9.556629,9.556629,1.083447e-05,1.083447e-05
4.540000,9.556162,9.556162,9.556152,9.556152,1.084588e-05,1.084588e-05
4.545000,9.555685,9.555685,9.555674,9.555674,1.085728e-05,1.085728e-05
4.550000,9.555207,9.555207,9.555196,9.555196,1.086868e-05,1.086868e-05
4.555000,9.554729,9.554729,9.554718,9.554718,1.088008e-05,1.088008e-05
4.560000,9.554251,9.554251,9.554241,9.554241,1.089148e-05,1.089148e-05
4.565000,9.553774,9.553774,9.553763,9.553763,1.090287e-05,1.090287e-05
4.570000,9.553296,9.553296,9.553285,9.553285,1.091427e-05,1.091427e-05
4.575000,9.552818,9.552818,9.552808,9.552808,1.092567e-05,1.092567e-05
4.580000,9.552341,9.552341,9.552330,9.552330,1.093706e-05,1.093706e-05
4.585000,9.551863,9.551863,9.551852,9.551852,1.094845e-05,1.094845e-05
4.590000,9.551386,9.551386,9.551375,9.551375,1.095984e-05,1.095984e-05
4.595000,9.550908,9.550908,9.550897,9.550897,1.097123e-05,1.097123e-05
4.600000,9.550431,9.550431,9.550420,9.550420,1.098262e-05,1.098262e-05
4.605000,9.549953,9.549953,9.549942,9.549942,1.099401e-05,1.099401e-05
4.610000,9.549476,9.549476,9.549465,9.549465,1.100540e-05,1.100540e-05
4.615000,9.548998,9.548998,9.548987,9.548987,1.101678e-05,1.101678e-05
4.620000,9.548521,9.548521,9.548510,9.548510,1.102817e-05,1.102817e-05
4.625000,9.548043,9.548043,9.548032,9.548032,1.103955e-05,1.103955e-05
4.630000,9.547566,9.547566,9.547555,9.547555,1.105093e-05,1.105093e-05
4.635000,9.547089,9.547089,9.547078,9.547078,1.106231e-05,1.106231e-05
4.640000,9.546611,9.546611,9.546600,9.546600,1.107369e-05,1.107369e-05
4.645000,9.546134,9.546134,9.546123,9.546123,1.108507e-05,1.108507e-05
4.650000,9.545657,9.545657,9.545646,9.545646,1.109645e-05,1.109645e-05
4.655000,9.545179,9.545179,9.545168,9.545168,1.110783e-05,1.110783e-05
4.660000,9.544702,9.544702,9.544691,9.544691,1.111920e-05,1.111920e-05
4.665000,9.544225,9.544225,9.544214,9.544214,1.113057e-05,1.113057e-05
4.670000,9.543748,9.543748,9.543737,9.543737,1.114195e-05,1.114195e-05
4.675000,9.543271,9.543271,9.543259,9.543259,1.115332e-05,1.115332e-05
4.680000,9.542794,9.542794,9.542782,9.542782,1.116469e-05,1.116469e-05
4.685000,9.542316,9.542316,9.542305,9.542305,1.117606e-05,1.117606e-05
4.690000,9.541839,9.541839,9.541828,9.541828,1.118743e-05,1.118743e-05
4.695000,9.541362,9.541362,9.541351,9.541351,1.119879e-05,1.119879e-05
4.700000,9.540885,9.540885,9.540874,9.540874,1.121016e-05,1.121016e-05
4.705000,9.540408,9.540408,9.540397,9.540397,1.122152e-05,1.122152e-05
4.710000,9.539931,9.539931,9.539920,9.539920,1.123289e-05,1.123289e-05
4.715000,9.539454,9.539454,9.539443,9.539443,1.124425e-05,1.124425e-05
4.720000,9.538977,9.538977,9.538966,9.538966,1.125561e-05,1.125561e-05
4.725000,9.538500,9.538500,9.538489,9.538489,1.126697e-05,1.126697e-05
4.730000,9.538023,9.538023,9.538012,9.538012,1.127833e-05,1.127833e-05
4.735000,9.537547,9.537547,9.537535,9.537535,1.128969e-05,1.128969e-05
4.740000,9.537070,9.537070,9.537058,9.537058,1.130104e-05,1.130104e-05
4.745000,9.536593,9.536593,9.536582,9.536582,1.131240e-05,1.131240e-05
4.750000,9.536116,9.536116,9.536105,9.536105,1.132375e-05,1.132375e-05
4.755000,9.535639,9.535639,9.535628,9.535628,1.133511e-05,1.133511e-05
4.760000,9.535163,9.535163,9.535151,9.535151,1.134646e-05,1.134646e-05
4.765000,9.534686,9.534686,9.534674,9.534674,1.135781e-05,1.135781e-05
4.770000,9.534209,9.534209,9.534198,9.534198,1.136916e-05,1.136916e-05
4.775000,9.533732,9.533732,9.533721,9.533721,1.138051e-05,1.138051e-05
4.780000,9.533256,9.533256,9.533244,9.533244,1.139185e-05,1.139185e-05
4.785000,9.532779,9.532779,9.532768,9.532768,1.140320e-05,1.140320e-05
4.790000,9.532302,9.532302,9.532291,9.532291,1.141454e-05,1.141454e-05
4.795000,9.531826,9.531826,9.531814,9.531814,1.142589e-05,1.142589e-05
4.800000,9.531349,9.531349,9.531338,9.531338,1.143723e-05,1.143723e-05
4.805000,9.530873,9.530873,9.530861,9.530861,1.144857e-05,1.144857e-05
4.810000,9.530396,9.530396,9.530385,9.530385,1.145991e-05,1.145991e-05
4.815000,9.529920,9.529920,9.529908,9.529908,1.147125e-05,1.147125e-05
4.820000,9.529443,9.529443,9.529432,9.529432,1.148259e-05,1.148259e-05
4.825000,9.528967,9.528967,9.528955,9.528955,1.149393e-05,1.149393e-05
4.830000,9.528490,9.528490,9.528479,9.528479,1.150526e-05,1.150526e-05
4.835000,9.528014,9.528014,9.528002,9.528002,1.151660e-05,1.151660e-05
4.840000,9.527538,9.527538,9.527526,9.527526,1.152793e-05,1.152793e-05
4.845000,9.527061,9.527061,9.527050,9.527050,1.153926e-05,1.153926e-05
4.850000,9.526585,9.526585,9.526573,9.526573,1.155059e-05,1.155059e-05
4.855000,9.526109,9.526109,9.526097,9.526097,1.156192e-05,1.156192e-05
4.860000,9.525632,9.525632,9.525621,9.525621,1.157325e-05,1.157325e-05
4.865000,9.525156,9.525156,9.525145,9.525145,1.158458e-05,1.158458e-05
4.870000,9.524680,9.524680,9.524668,9.524668,1.159590e-05,1.159590e-05
4.875000,9.524204,9.524204,9.524192,9.524192,1.160723e-05,1.160723e-05
4.880000,9.523727,9.523727,9.523716,9.523716,1.161855e-05,1.161855e-05
4.885000,9.523251,9.523251,9.523240,9.523240,1.162988e-05,1.162988e-05
4.890000,9.522775,9.522775,9.522764,9.522764,1.164120e-05,1.164120e-05
4.895000,9.522299,9.522299,9.522287,9.522287,1.165252e-05,1.165252e-05
4.900000,9.521823,9.521823,9.521811,9.521811,1.166384e-05,1.166384e-05
4.905000,9.521347,9.521347,9.521335,9.521335,1.167515e-05,1.167515e-05
4.910000,9.520871,9.520871,9.520859,9.520859,1.168647e-05,1.168647e-05
4.915000,9.520395,9.520395,9.520383,9.520383,1.169779e-05,1.169779e-05
4.920000,9.519919,9.519919,9.519907,9.519907,1.170910e-05,1.170910e-05
4.925000,9.519443,9.519443,9.519431,9.519431,1.172042e-05,1.172042e-05
4.930000,9.518967,9.518967,9.518955,9.518955,1.173173e-05,1.173173e-05
4.935000,9.518491,9.518491,9.518479,9.518479,1.174304e-05,1.174304e-05
4.940000,9.518015,9.518015,9.518003,9.518003,1.175435e-05,1.175435e-05
4.945000,9.517539,9.517539,9.517527,9.517527,1.176566e-05,1.176566e-05
4.950000,9.517063,9.517063,9.517052,9.517052,1.177697e-05,1.177697e-05
4.955000,9.516588,9.516588,9.516576,9.516576,1.178827e-05,1.178827e-05
4.960000,9.516112,9.516112,9.516100,9.516100,1.179958e-05,1.179958e-05
4.965000,9.515636,9.515636,9.515624,9.515624,1.181088e-05,1.181088e-05
4.970000,9.515160,9.515160,9.515148,9.515148,1.182218e-05,1.182218e-05
4.975000,9.514684,9.514684,9.514673,9.514673,1.183349e-05,1.183349e-05
4.980000,9.514209,9.514209,9.514197,9.514197,1.184479e-05,1.184479e-05
4.985000,9.513733,9.513733,9.513721,9.513721,1.185609e-05,1.185609e-05
4.990000,9.513257,9.513257,9.513246,9.513246,1.186739e-05,1.186739e-05
4.995000,9.512782,9.512782,9.512770,9.512770,1.187868e-05,1.187868e-05
0.005000,9.499500,10.499500,9.979286,10.019714,4.797861e-01,4.797862e-01
0.010000,9.915667,10.082333,9.998864,9.999136,8.319711e-02,8.319716e-02
0.015000,9.984611,10.012389,9.998499,9.998501,1.388793e-02,1.388801e-02
0.020000,9.995685,10.000315,9.998000,9.998000,2.314759e-03,2.314859e-03
0.025000,9.997115,9.997886,9.997500,9.997500,3.857399e-04,3.858649e-04
0.030000,9.996936,9.997065,9.997000,9.997000,6.422544e-05,6.437539e-05
0.035000,9.996490,9.996511,9.996501,9.996501,1.062927e-05,1.080420e-05
0.040000,9.995999,9.996003,9.996001,9.996001,1.686166e-06,1.886079e-06
0.045000,9.995501,9.995501,9.995501,9.995501,1.852415e-07,4.101327e-07
0.050000,9.995001,9.995001,9.995001,9.995001,7.531883e-08,1.745479e-07
0.055000,9.994502,9.994502,9.994502,9.994502,1.291507e-07,1.456889e-07
0.060000,9.994002,9.994002,9.994002,9.994002,1.485268e-07,1.512832e-07
0.065000,9.993502,9.993502,9.993502,9.993502,1.621593e-07,1.626187e-07
0.070000,9.993003,9.993003,9.993002,9.993002,1.748334e-07,1.749100e-07
0.075000,9.992503,9.992503,9.992503,9.992503,1.873468e-07,1.873596e-07
0.080000,9.992003,9.992003,9.992003,9.992003,1.998323e-07,1.998345e-07
0.085000,9.991504,9.991504,9.991504,9.991504,2.123122e-07,2.123125e-07
0.090000,9.991004,9.991004,9.991004,9.991004,2.247901e-07,2.247901e-07
0.095000,9.990505,9.990505,9.990505,9.990505,2.372666e-07,2.372666e-07
0.100000,9.990005,9.990005,9.990005,9.990005,2.497418e-07,2.497418e-07
0.105000,9.989506,9.989506,9.989506,9.989506,2.622158e-07,2.622158e-07
0.110000,9.989006,9.989006,9.989006,9.989006,2.746885e-07,2.746885e-07
0.115000,9.988507,9.988507,9.988507,9.988507,2.871600e-07,2.871600e-07
0.120000,9.988007,9.988007,9.988007,9.988007,2.996302e-07,2.996302e-07
0.125000,9.987508,9.987508,9.987508,9.987508,3.120992e-07,3.120992e-07
0.130000,9.987009,9.987009,9.987008,9.987008,3.245669e-07,3.245669e-07
0.135000,9.986509,9.986509,9.986509,9.986509,3.370334e-07,3.370334e-07
0.140000,9.986010,9.986010,9.986010,9.986010,3.494987e-07,3.494987e-07
0.145000,9.985511,9.985511,9.985511,9.985511,3.619627e-07,3.619627e-07
0.150000,9.985012,9.985012,9.985011,9.985011,3.744254e-07,3.744254e-07
0.155000,9.984512,9.984512,9.984512,9.984512,3.868869e-07,3.868869e-07
0.160000,9.984013,9.984013,9.984013,9.984013,3.993472e-07,3.993472e-07
0.165000,9.983514,9.983514,9.983514,9.983514,4.118062e-07,4.118062e-07
0.170000,9.983015,9.983015,9.983014,9.983014,4.242640e-07,4.242640e-07
0.175000,9.982516,9.982516,9.982515,9.982515,4.367205e-07,4.367205e-07
0.180000,9.982017,9.982017,9.982016,9.982016,4.491757e-07,4.491757e-07
0.185000,9.981518,9.981518,9.981517,9.981517,4.616298e-07,4.616298e-07
0.190000,9.981019,9.981019,9.981018,9.981018,4.740825e-07,4.740825e-07
0.195000,9.980519,9.980519,9.980519,9.980519,4.865341e-07,4.865341e-07
0.200000,9.980020,9.980020,9.980020,9.980020,4.989844e-07,4.989844e-07
0.205000,9.979522,9.979522,9.979521,9.979521,5.114334e-07,5.114334e-07
0.210000,9.979023,9.979023,9.979022,9.979022,5.238812e-07,5.238812e-07
0.215000,9.978524,9.978524,9.978523,9.978523,5.363277e-07,5.363277e-07
0.220000,9.978025,9.978025,9.978024,9.978024,5.487730e-07,5.487730e-07
0.225000,9.977526,9.977526,9.977525,9.977525,5.612171e-07,5.612171e-07
0.230000,9.977027,9.977027,9.977026,9.977026,5.736599e-07,5.736599e-07
0.235000,9.976528,9.976528,9.976528,9.976528,5.861015e-07,5.861015e-07
0.240000,9.976029,9.976029,9.976029,9.976029,5.985418e-07,5.985418e-07
0.245000,9.975531,9.975531,9.975530,9.975530,6.109808e-07,6.109808e-07
0.250000,9.975032,9.975032,9.975031,9.975031,6.234187e-07,6.234187e-07
0.255000,9.974533,9.974533,9.974532,9.974532,6.358552e-07,6.358552e-07
0.260000,9.974034,9.974034,9.974034,9.974034,6.482906e-07,6.482906e-07
0.265000,9.973536,9.973536,9.973535,9.973535,6.607247e-07,6.607247e-07
0.270000,9.973037,9.973037,9.973036,9.973036,6.731575e-07,6.731575e-07
0.275000,9.972538,9.972538,9.972538,9.972538,6.855891e-07,6.855891e-07
0.280000,9.972040,9.972040,9.972039,9.972039,6.980195e-07,6.980195e-07
0.285000,9.971541,9.971541,9.971541,9.971541,7.104486e-07,7.104486e-07
0.290000,9.971043,9.971043,9.971042,9.971042,7.228764e-07,7.228764e-07
0.295000,9.970544,9.970544,9.970543,9.970543,7.353031e-07,7.353031e-07
0.300000,9.970046,9.970046,9.970045,9.970045,7.477284e-07,7.477284e-07
0.305000,9.969547,9.969547,9.969546,9.969546,7.601526e-07,7.601526e-07
0.310000,9.969049,9.969049,9.969048,9.969048,7.725755e-07,7.725755e-07
0.315000,9.968550,9.968550,9.968550,9.968550,7.849971e-07,7.849971e-07
0.320000,9.968052,9.968052,9.968051,9.968051,7.974175e-07,7.974175e-07
0.325000,9.967554,9.967554,9.967553,9.967553,8.098367e-07,8.098367e-07
0.330000,9.967055,9.967055,9.967054,9.967054,8.222546e-07,8.222546e-07
0.335000,9.966557,9.966557,9.966556,9.966556,8.346712e-07,8.346712e-07
0.340000,9.966059,9.966059,9.966058,9.966058,8.470867e-07,8.470867e-07
0.345000,9.965560,9.965560,9.965559,9.965559,8.595008e-07,8.595008e-07
0.350000,9.965062,9.965062,9.965061,9.965061,8.719138e-07,8.719138e-07
0.355000,9.964564,9.964564,9.964563,9.964563,8.843255e-07,8.843255e-07
0.360000,9.964066,9.964066,9.964065,9.964065,8.967359e-07,8.967359e-07
0.365000,9.963567,9.963567,9.963567,9.963567,9.091451e-07,9.091451e-07
0.370000,9.963069,9.963069,9.963068,9.963068,9.215531e-07,9.215531e-07
0.375000,9.962571,9.962571,9.962570,9.962570,9.339598e-07,9.339598e-07
0.380000,9.962073,9.962073,9.962072,9.962072,9.463653e-07,9.463653e-07
0.385000,9.961575,9.961575,9.961574,9.961574,9.587695e-07,9.587695e-07
0.390000,9.961077,9.961077,9.961076,9.961076,9.711725e-07,9.711725e-07
0.395000,9.960579,9.960579,9.960578,9.960578,9.835743e-07,9.835743e-07
0.400000,9.960081,9.960081,9.960080,9.960080,9.959748e-07,9.959748e-07
